source,city_label,facility,match_date,kickoff_local,duration_minutes,format,bookable_spots,price,listing_title,note
plei,Dallas / Fort Worth,North Park Soccer Fields,2026-09-15,20:30,60,7v7,14,11.50,7v7 High Level Pickup with Host,Third-party organizer (gambeta) listing on Plei
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-15,20:30,90,7v7,28,10.50,30% OFF KOTT Fort Worth outdoor,Intermediate
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-15,18:00,60,7v7,14,12.50,10% OFF Arlington indoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-15,18:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-15,19:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-15,19:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-15,20:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-15,21:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-15,22:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,TOCA Soccer Center | The Colony,2026-09-15,22:00,120,7v7,28,10.50,20% OFF Pick-up The Colony indoor,"Intermediate. 2 hrs, 28 spots"
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-15,21:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-15,22:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-15,17:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-15,18:00,60,6v6,12,16.50,Downtown outdoor - Field 2,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-15,18:00,60,6v6,12,14.50,Downtown futsal,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-15,22:00,60,6v6,12,14.50,Downtown futsal,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-15,22:00,60,6v6,12,14.50,Downtown outdoor,Intermediate. Game full
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-15,20:00,60,6v6,12,14.50,Frisco indoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-15,21:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-15,20:00,60,7v7,14,11.50,Happy hour South Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-15,19:00,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-15,22:30,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-15,22:15,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-16,20:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-16,21:00,60,7v7,14,15.75,Southlake indoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-16,21:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-16,21:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-16,22:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-16,23:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Keller Fields | Futbol Evolution,2026-09-16,20:15,60,11v11,22,14.50,Keller outdoor,Intermediate. Game full
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-16,20:30,90,7v7,28,10.00,20% OFF KOTT Fort Worth outdoor,Intermediate
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-16,17:00,60,7v7,14,12.50,10% OFF Arlington indoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-16,18:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-16,19:00,60,6v6,12,15.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-16,20:00,60,6v6,12,15.50,Austin ranch outdoor,Intermediate. Game full
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-16,21:00,60,6v6,12,14.50,Austin ranch outdoor,High-level. Game full
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-16,22:00,60,6v6,12,12.50,Happy hour Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,TOCA Soccer Center | The Colony,2026-09-16,23:15,60,7v7,14,12.50,The Colony indoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-16,20:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-16,21:00,60,6v6,12,13.50,North Dallas outdoor,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-16,17:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-16,18:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-16,20:00,60,6v6,12,14.50,Downtown futsal,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-16,22:00,60,6v6,12,14.50,Downtown futsal,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-16,19:00,60,6v6,12,14.50,Frisco indoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-16,20:00,60,6v6,12,14.50,Frisco indoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-16,21:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-16,20:00,60,7v7,14,12.50,South Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-16,19:00,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-16,20:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-16,22:00,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-17,20:00,60,7v7,14,15.75,Southlake indoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-17,21:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-17,21:00,60,5v5,10,12.50,Southlake Indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-17,22:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-17,23:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-17,00:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-17,20:30,90,7v7,28,10.50,30% OFF KOTT Fort Worth outdoor,Intermediate
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-17,18:00,60,7v7,14,12.50,Happy hour Arlington indoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-17,18:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-17,19:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-17,20:00,60,6v6,12,15.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-17,21:00,60,6v6,12,14.50,Austin ranch outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal The Colony,2026-09-17,22:00,60,6v6,12,14.50,Austin ranch outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-17,17:00,60,6v6,12,10.50,30% OFF North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-17,21:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-17,22:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Fut360,2026-09-17,20:00,60,5v5,10,11.75,Happy hour West Dallas indoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-17,18:00,60,6v6,12,16.50,Downtown outdoor - Field 2,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-17,18:00,60,6v6,12,16.50,Downtown outdoor - Field 1,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-17,19:00,60,6v6,12,14.50,Downtown futsal,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-17,20:00,60,6v6,12,14.50,Downtown futsal,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-17,22:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-17,22:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-17,20:00,60,6v6,12,14.50,Frisco indoor,High-level
plei,Dallas / Fort Worth,UMB Bank Performance Center,2026-09-17,21:00,60,6v6,12,14.50,Frisco indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-17,20:00,60,7v7,14,11.00,20% OFF South Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-17,19:00,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-17,22:15,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-17,22:15,60,7v7,14,13.50,Rockwall Indoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-20,18:00,60,7v7,14,13.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Ulete,2026-09-20,19:00,60,7v7,14,14.50,Southlake outdoor,High-level
plei,Dallas / Fort Worth,Ulete,2026-09-20,20:00,60,7v7,14,14.50,Southlake outdoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-20,18:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-20,20:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-20,21:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-20,22:00,60,6v6,12,12.50,North Richland Hills indoor,Intermediate
plei,Dallas / Fort Worth,Salient Touch Futbol Academy,2026-09-20,23:00,60,6v6,12,12.50,North Richland Hills indoor,High-level
plei,Dallas / Fort Worth,Vaqueros Field at Sycamore Park,2026-09-20,15:00,120,7v7,35,0.00,FREE KOTT Fort Worth outdoor,"Intermediate. Free game, 2 hrs, 35 spots"
plei,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-20,21:00,60,7v7,14,15.50,Arlington indoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-20,17:00,60,6v6,12,9.50,40% OFF North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-20,18:00,60,6v6,12,13.50,North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-20,19:00,60,6v6,12,13.50,North Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-20,20:00,60,8v8,16,14.50,North Dallas outdoor,High-level
plei,Dallas / Fort Worth,Foro Sports Club,2026-09-20,21:00,60,8v8,16,14.00,"10% OFF North Dallas outdoor - Fields 2,3",Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-20,08:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-20,09:00,60,6v6,12,14.50,Downtown outdoor - Field #1,High-level
plei,Dallas / Fort Worth,City Futsal,2026-09-20,09:00,60,6v6,12,14.50,Downtown outdoor - Field #2,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-20,18:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-20,19:00,60,6v6,12,14.50,Downtown outdoor,Intermediate
plei,Dallas / Fort Worth,City Futsal,2026-09-20,20:00,60,6v6,12,14.50,Downtown outdoor,High-level
plei,Dallas / Fort Worth,Crossbar Soccer + Beer | Richardson,2026-09-20,19:00,60,6v6,12,12.25,Richardson indoor,Intermediate
plei,Dallas / Fort Worth,SoccerZone,2026-09-20,19:00,60,7v7,14,10.50,20% OFF South Dallas outdoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-20,19:00,60,6v6,12,13.50,Northwest Dallas indoor,High-level
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-20,21:30,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Pro Touch Soccer Center,2026-09-20,22:30,60,6v6,12,13.50,Northwest Dallas indoor,Intermediate
plei,Dallas / Fort Worth,Rockwall Indoor Sports World,2026-09-20,15:30,60,7v7,14,13.50,Rockwall Indoor,Intermediate
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-16,23:05,,11v11,22,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-16,17:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-16,19:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-16,20:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-16,21:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-16,19:50,,6v6,12,14.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-16,19:50,,5v5,75,12.99,,Listed max 75 spots (multi-team or open-play format)
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-16,11:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-16,13:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,FIT - Forney,2026-09-16,20:05,,6v6,12,,,
goodrec,Dallas / Fort Worth,"Pro Touch, Lake Highlands",2026-09-16,19:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-16,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"TOCA, Allen",2026-09-16,21:50,,5v5,12,9.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-16,20:50,,7v7,14,14.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-17,23:05,,11v11,22,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-17,19:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-17,20:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-17,21:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-17,18:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-17,19:50,,5v5,12,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,11:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,12:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,13:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,20:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,21:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-17,22:50,,7v7,14,,,
goodrec,Dallas / Fort Worth,"Crossbar, Rowlett",2026-09-17,20:20,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Rowlett",2026-09-17,21:20,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-17,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-17,20:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"TOCA, Allen",2026-09-17,20:50,,5v5,12,9.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-17,19:50,,7v7,14,14.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-18,20:50,,11v11,22,13.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-18,19:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-18,20:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-18,21:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-18,18:50,,6v6,12,13.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-18,19:50,,6v6,12,13.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-18,20:50,,6v6,12,10.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-18,19:50,,5v5,75,12.99,,Listed max 75 spots (multi-team or open-play format)
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-18,20:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-18,21:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-18,19:50,,6v6,12,13.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-18,20:50,,6v6,12,13.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-18,21:50,,6v6,12,13.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Rowlett",2026-09-18,19:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,Foro Sports,2026-09-18,21:20,,6v6,12,9.99,,
goodrec,Dallas / Fort Worth,"Gateway Park, Fort Worth",2026-09-18,17:50,,10v10,20,4.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-18,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"TOCA, Colony",2026-09-18,22:20,,7v7,21,9.99,,Listed max 21 spots (multi-team or open-play format)
goodrec,Dallas / Fort Worth,"UMB Bank, Frisco",2026-09-18,19:50,,6v6,12,14.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-18,19:50,,7v7,14,14.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-19,14:50,,11v11,22,11.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-19,15:50,,11v11,22,11.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-19,18:50,,11v11,22,13.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-19,18:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-19,19:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-19,17:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-19,21:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-19,22:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,Foro Sports,2026-09-19,20:50,,5v5,10,9.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-19,18:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-19,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"TOCA, Carrollton",2026-09-19,18:50,,7v7,14,13.99,,
goodrec,Dallas / Fort Worth,"TOCA, Colony",2026-09-19,17:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-19,19:50,,7v7,14,14.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-20,21:05,,11v11,22,9.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-20,22:05,,11v11,22,9.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-20,19:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-20,18:50,,5v5,75,12.99,,Listed max 75 spots (multi-team or open-play format)
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-20,19:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-20,20:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-20,21:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-20,22:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Rowlett",2026-09-20,16:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,FIT - Forney,2026-09-20,20:05,,6v6,12,,,
goodrec,Dallas / Fort Worth,Foro Sports,2026-09-20,20:20,,6v6,12,9.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-20,18:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"TOCA, Carrollton",2026-09-20,18:50,,7v7,14,13.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-20,18:50,,7v7,14,14.99,,
goodrec,Dallas / Fort Worth,Upper 90 Soccer Center,2026-09-20,19:50,,7v7,14,11.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-21,20:50,,11v11,22,13.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-21,17:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-21,18:50,,6v6,12,10.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-21,19:50,,6v6,12,10.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-21,20:50,,6v6,12,10.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-21,19:50,,5v5,12,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-21,11:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-21,12:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-21,22:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Rowlett",2026-09-21,20:20,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Gateway Park, Fort Worth",2026-09-21,18:50,,10v10,20,4.99,,
goodrec,Dallas / Fort Worth,"Pro Touch, Lake Highlands",2026-09-21,19:50,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-21,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-21,20:50,,6v6,12,10.99,,
goodrec,Dallas / Fort Worth,"TOCA, Allen",2026-09-21,21:50,,5v5,12,9.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-21,19:50,,7v7,14,14.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-22,22:20,,11v11,22,13.99,,
goodrec,Dallas / Fort Worth,"ATH, Allen",2026-09-22,23:20,,11v11,22,11.99,,
goodrec,Dallas / Fort Worth,"City Futsal, Austin Ranch",2026-09-22,19:50,,6v6,12,11.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-22,17:50,,6v6,12,13.99,,
goodrec,Dallas / Fort Worth,CityFutsal Farmers Market,2026-09-22,20:50,,6v6,12,10.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Denton",2026-09-22,19:50,,5v5,12,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-22,11:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-22,12:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Richardson",2026-09-22,22:45,,7v7,14,12.99,,
goodrec,Dallas / Fort Worth,"Crossbar, Rowlett",2026-09-22,20:50,,7v7,14,9.99,,
goodrec,Dallas / Fort Worth,Foro Sports,2026-09-22,22:20,,6v6,12,9.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-22,19:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,Salient Touch,2026-09-22,22:50,,6v6,12,12.99,,
goodrec,Dallas / Fort Worth,"TOCA, Colony",2026-09-22,21:50,,7v7,21,13.99,,Listed max 21 spots (multi-team or open-play format)
goodrec,Dallas / Fort Worth,"UMB Bank, Frisco",2026-09-22,18:50,,6v6,12,14.99,,
goodrec,Dallas / Fort Worth,"Ulete, Southlake",2026-09-22,20:50,,7v7,14,14.99,,
